t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.6232604,0.55251515,0.6264376,0.65369564,0.6716683,0.69197017,0.6467886,0.53305477,0.4248538,0.7037174
1,0.7408165,0.67099947,0.7212338,0.72933286,0.73706037,0.75156605,0.73643893,0.45919976,0.30418557,0.75541276
2,0.3881923,0.351194,0.38672537,0.41542494,0.44327098,0.45796713,0.4725065,0.30861032,0.25002542,0.48128435
3,0.123313256,0.10436586,0.10832363,0.13390125,0.163649,0.18120061,0.18603285,0.21102697,0.13568899,0.20534608
4,0.18327048,0.1430242,0.13712204,0.14449763,0.15896046,0.16322027,0.18302079,0.15795135,0.116491385,0.16591726
5,0.49622592,0.4390763,0.479779,0.49973905,0.5181995,0.53697467,0.5124025,0.41662517,0.3413103,0.5486293
6,0.11567006,0.10051819,0.11034179,0.13255982,0.1551148,0.17121035,0.17601527,0.2088999,0.1390721,0.196465
7,0.4326453,0.40555397,0.45672616,0.49662375,0.5375351,0.5636199,0.5603202,0.47976074,0.4091369,0.5882505
8,0.696814,0.6444122,0.7004061,0.71487194,0.7296271,0.75287867,0.71371096,0.54569775,0.44535068,0.7637292
9,0.7773054,0.71890503,0.7743643,0.7747208,0.7904102,0.8161756,0.7873689,0.4298578,0.3376886,0.82733816
10,0.17766455,0.16008475,0.16843237,0.19243823,0.22579542,0.24504614,0.24422978,0.2489592,0.17779961,0.26638308
11,0.10466747,0.10194979,0.11542152,0.14325911,0.18217538,0.19941556,0.20783816,0.2861245,0.20721947,0.22644125
12,0.6405848,0.6180966,0.669917,0.68955606,0.71190906,0.730379,0.7018664,0.5635006,0.4609669,0.7515157
13,0.12800147,0.11651361,0.10559753,0.12841906,0.20026253,0.22895645,0.19933362,0.1558796,0.10059542,0.24368829
14,0.11049469,0.11073529,0.08927185,0.13666965,0.29551995,0.35505307,0.34479648,0.23805846,0.13469158,0.38716948
15,0.4486663,0.4286295,0.44887403,0.47911787,0.56216323,0.6054599,0.6071962,0.5063886,0.3831253,0.62467784
16,0.7593164,0.71956533,0.7558054,0.7564638,0.7762813,0.8095146,0.78380543,0.51158595,0.3716205,0.82415104
17,0.12835485,0.124366924,0.098912776,0.14445318,0.30538103,0.3673141,0.34965053,0.22239766,0.11461018,0.40244943
18,0.54018176,0.5277643,0.5721956,0.5791302,0.63954425,0.68976545,0.61729556,0.56316507,0.44779092,0.7152463
19,0.7652279,0.72018486,0.76058394,0.7578105,0.7750893,0.81189513,0.7777621,0.5289683,0.36681607,0.82712656
20,0.1009521,0.104173906,0.09572481,0.14749165,0.2534052,0.29489645,0.30217654,0.24504429,0.13843217,0.33412457
21,0.29682583,0.28714195,0.29905614,0.31631917,0.398146,0.44823363,0.42762372,0.35211867,0.24218005,0.479897
22,0.10360586,0.10506584,0.100744255,0.14513941,0.2414924,0.27861947,0.27610287,0.25187156,0.1442284,0.31563136
23,0.6004974,0.5557301,0.5746736,0.58260083,0.5976025,0.6165131,0.6067565,0.36223078,0.2459667,0.6223281
24,0.97912765,0.94320476,0.9900399,0.9859598,0.96102625,0.951258,1.0403949,0.46667114,0.27572814,0.92586976
25,0.63492763,0.6143202,0.6594201,0.6768856,0.7156058,0.747291,0.70494014,0.53759736,0.3791142,0.76682514
26,0.79338574,0.79762095,0.8717192,0.880236,0.902635,0.92614037,0.89280736,0.64448905,0.49103853,0.9416207
27,0.1324307,0.11686686,0.11328229,0.1309425,0.1793489,0.21461867,0.20272808,0.23331422,0.13396686,0.24251874
28,0.13411088,0.12521031,0.13798352,0.16142894,0.20450848,0.23344056,0.23308703,0.3170636,0.19979991,0.2700401
29,0.68807054,0.643848,0.69326437,0.6973747,0.713432,0.73456264,0.6876072,0.30844992,0.2809473,0.7382596
30,0.5149443,0.4903805,0.51777995,0.5269919,0.55962336,0.5863605,0.5634883,0.3314319,0.18203573,0.60246444
31,0.11132213,0.088981524,0.077183925,0.08228662,0.101350754,0.11312181,0.0984065,0.0977618,0.057180498,0.120451935
32,0.15060765,0.13453957,0.13139296,0.14755437,0.18681963,0.20588227,0.1995806,0.19263388,0.14165351,0.22234887
33,0.11831275,0.10526625,0.102865286,0.11940743,0.15740676,0.17863832,0.17462125,0.22256052,0.1549131,0.19961552
34,0.33897695,0.31136927,0.32064942,0.32164177,0.3516007,0.37277466,0.35921893,0.3483372,0.2861063,0.38613465
35,0.14786302,0.1378763,0.13543996,0.15798825,0.21483673,0.24336228,0.216857,0.20875959,0.16808441,0.26746583
36,0.122612454,0.10625866,0.10312017,0.124582775,0.1822327,0.20941018,0.20263016,0.27475297,0.17355405,0.23680784
37,0.43193838,0.39206642,0.40759155,0.4119047,0.42979482,0.4450164,0.43839654,0.4073726,0.33282077,0.45348915
38,0.28331196,0.24592939,0.24441507,0.24627163,0.2721033,0.2889424,0.27920097,0.18772113,0.11313119,0.29922476
39,0.5070666,0.4574949,0.4857805,0.49050006,0.5103989,0.53141564,0.49483365,0.33867922,0.3052177,0.5421751
40,0.5129445,0.45732063,0.5059197,0.5184795,0.5429247,0.56469935,0.529122,0.51261336,0.43434858,0.5838282
41,0.14139062,0.11649014,0.10869795,0.14049996,0.19792213,0.21717672,0.21404688,0.23910333,0.1591211,0.24135904
42,0.5262934,0.46465322,0.49081022,0.4999464,0.5051577,0.51437545,0.49781054,0.16106385,0.15695293,0.51852936
43,0.67533296,0.61322916,0.6694793,0.65251344,0.66736263,0.6990591,0.6813,0.4719045,0.28998485,0.7095578
44,0.61774564,0.54708225,0.6096091,0.63802284,0.65359885,0.66961485,0.6123825,0.44600272,0.33600304,0.6851156
45,0.5667179,0.5126488,0.5813315,0.6071142,0.6255915,0.64293784,0.6373289,0.611234,0.54602224,0.6562432
46,0.7130167,0.6552168,0.7404974,0.7604328,0.78442746,0.812563,0.7719513,0.6057868,0.47206232,0.8311167
47,0.5473417,0.48188713,0.52294314,0.534121,0.54862565,0.56496143,0.5449669,0.2961923,0.2688363,0.5709123
48,0.49088308,0.4258065,0.44726348,0.45744166,0.4643098,0.47382814,0.45312703,0.3015618,0.21637589,0.47574165
49,0.28417343,0.23610625,0.24154566,0.2634747,0.29727352,0.3130886,0.3126335,0.24441972,0.18745755,0.32775584
